alto_cm,categoria_Escultura,categoria_Pintura,categoria_Ilustración,categoria_Fotografía,peso_kg,material_Tabla de madera,ancho_cm,tecnica_Técnica mixta,es_original,con_certificado,material_Lienzo,precio_base
14.1,0,0,0,0,0.49,0,16.5,0,1,0,0,3650.0
15.86,0,0,0,0,0.73,0,19.35,0,1,0,0,3350.0
20.2,0,0,0,0,1.55,0,23.39,0,1,0,0,1900.0
23.13,0,0,0,0,1.09,0,28.47,0,1,0,0,2450.0
12.37,0,0,0,0,0.87,0,16.65,0,1,0,0,2450.0
28.2,0,0,0,0,0.55,0,18.95,0,1,0,0,4050.0
14.52,0,0,0,0,0.7,0,10.76,0,1,0,0,3100.0
22.53,0,0,0,0,1.97,0,24.67,0,1,0,0,2950.0
27.34,0,0,0,0,1.67,0,26.68,0,1,0,0,3500.0
26.32,0,0,0,0,1.19,0,19.18,0,1,0,0,3550.0
25.0,0,0,0,0,0.0,0,20.0,0,1,0,0,4750.0
30.0,0,0,0,0,0.0,0,22.0,0,1,0,0,3600.0
10.0,0,0,0,0,0.0,0,10.0,0,1,0,0,4050.0
5.0,0,0,0,0,0.0,0,28.0,0,1,0,0,4350.0
40.0,0,0,0,0,0.0,0,25.0,0,1,0,0,5400.0
12.0,0,0,0,0,0.0,0,18.0,0,1,0,0,6350.0
15.0,0,0,0,0,0.0,0,12.0,0,1,0,0,4300.0
20.0,0,0,0,0,0.0,0,18.0,0,1,0,0,4450.0
35.0,0,0,0,0,0.0,0,20.0,0,0,0,0,2250.0
8.0,0,0,0,0,0.0,0,22.0,0,1,0,0,4250.0
30.0,0,0,0,0,0.0,0,15.0,0,1,0,0,3900.0
4.0,0,0,0,0,0.0,0,30.0,0,1,0,0,3600.0
18.0,0,0,0,0,0.0,0,14.0,0,1,0,0,3900.0
22.0,0,0,0,0,0.0,0,16.0,0,1,0,0,2350.0
6.0,0,0,0,0,0.0,0,35.0,0,1,0,0,2250.0
80.0,0,0,0,1,0.0,0,50.0,0,1,0,0,3900.0
29.8,0,0,0,1,0.14,0,32.7,0,1,0,0,2350.0
38.0,0,0,0,1,0.45,0,40.3,0,0,0,0,2050.0
52.3,0,0,0,1,0.31,0,65.1,0,0,0,0,2450.0
54.2,0,0,0,1,0.25,0,72.7,0,1,0,0,3400.0
38.5,0,0,0,1,0.47,0,39.8,0,1,1,0,3000.0
46.2,0,0,0,1,0.47,0,46.8,0,1,1,0,3000.0
54.4,0,0,0,1,0.16,0,33.4,0,1,0,0,2900.0
24.5,0,0,0,1,0.28,0,48.9,0,0,0,0,2100.0
50.5,0,0,0,1,0.41,0,54.7,0,1,1,0,3800.0
59.1,0,0,0,1,0.15,0,54.3,0,1,0,0,2800.0
37.5,0,0,0,1,0.15,0,53.5,0,1,1,0,2750.0
46.8,0,0,0,1,0.15,0,36.8,0,0,0,0,2550.0
54.6,0,0,0,1,0.36,0,28.0,0,1,1,0,2700.0
37.7,0,0,0,1,0.32,0,72.4,0,1,0,0,3300.0
20.1,0,0,0,1,0.47,0,46.5,0,0,0,0,2050.0
49.9,0,0,0,1,0.33,0,28.1,0,1,0,0,2850.0
44.8,0,0,0,1,0.33,0,48.1,0,1,0,0,2650.0
44.8,0,0,0,1,0.14,0,56.0,0,1,0,0,2600.0
57.3,0,0,0,1,0.45,0,30.7,0,1,0,0,2700.0
56.2,0,0,0,1,0.14,0,71.5,0,1,1,0,3550.0
41.8,0,0,0,1,0.33,0,70.9,0,1,1,0,3350.0
57.0,0,0,0,1,0.17,0,38.0,0,0,0,0,1900.0
35.3,0,0,0,1,0.29,0,27.1,0,1,0,0,2850.0
47.2,0,0,0,1,0.23,0,71.4,0,1,0,0,3150.0
56.0,0,0,0,1,0.12,0,35.5,0,1,0,0,3300.0
48.8,0,0,0,1,0.22,0,41.5,0,1,0,0,2800.0
28.4,0,0,0,1,0.34,0,68.2,0,1,0,0,2650.0
52.7,0,0,0,1,0.37,0,66.3,0,1,1,0,3400.0
36.0,0,0,0,1,0.38,0,33.1,0,0,0,0,2350.0
46.7,0,0,0,1,0.34,0,79.3,0,0,0,0,2750.0
53.6,0,0,0,1,0.41,0,40.3,0,1,1,0,2900.0
36.6,0,0,0,1,0.29,0,43.2,0,1,0,0,3350.0
28.8,0,0,0,1,0.11,0,49.0,0,1,0,0,2850.0
27.3,0,0,0,1,0.23,0,39.3,0,1,1,0,3300.0
51.2,0,0,0,1,0.4,0,60.8,0,0,0,0,2250.0
51.1,0,0,0,1,0.22,0,34.0,0,1,0,0,2750.0
54.0,0,0,0,1,0.15,0,58.0,0,0,0,0,2750.0
58.4,0,0,0,1,0.43,0,60.0,0,1,0,0,3100.0
54.1,0,0,0,1,0.13,0,70.7,0,0,0,0,2650.0
33.6,0,0,0,1,0.38,0,73.4,0,1,1,0,3450.0
31.8,0,0,0,1,0.2,0,47.2,0,1,1,0,3400.0
32.6,0,0,0,1,0.48,0,65.9,0,1,1,0,3500.0
20.6,0,0,0,1,0.21,0,54.4,0,0,0,0,1900.0
33.6,0,0,0,1,0.2,0,78.1,0,0,0,0,2250.0
42.3,0,0,0,1,0.34,0,47.9,0,1,0,0,2650.0
30.6,0,0,0,1,0.2,0,29.5,0,1,1,0,2800.0
37.0,0,0,0,1,0.36,0,55.0,0,0,0,0,2200.0
37.5,0,0,0,1,0.46,0,57.9,0,1,0,0,2850.0
40.8,0,0,0,1,0.21,0,49.3,0,0,0,0,2400.0
31.5,0,0,0,1,0.43,0,77.0,0,1,0,0,2950.0
27.5,0,0,0,1,0.4,0,44.9,0,1,0,0,2850.0
42.0,0,0,0,1,0.14,0,55.4,0,0,0,0,2400.0
29.7,0,0,0,1,0.25,0,55.3,0,0,0,0,2250.0
49.0,0,0,0,1,0.33,0,71.1,0,1,0,0,3050.0
54.2,0,0,0,1,0.23,0,47.6,0,1,0,0,3200.0
24.0,0,0,0,1,0.11,0,75.1,0,1,0,0,2950.0
45.1,0,0,0,1,0.3,0,73.8,0,1,0,0,3000.0
47.8,0,0,0,1,0.12,0,74.7,0,0,0,0,2000.0
39.9,0,0,0,1,0.19,0,57.1,0,1,0,0,2550.0
38.3,0,0,0,1,0.5,0,41.6,0,0,0,0,1850.0
56.4,0,0,0,1,0.43,0,66.0,0,0,0,0,2700.0
32.4,0,0,0,1,0.33,0,49.2,0,1,1,0,3200.0
52.2,0,0,0,1,0.13,0,50.8,0,0,0,0,2350.0
34.7,0,0,0,1,0.2,0,66.2,0,1,0,0,2900.0
24.7,0,0,0,1,0.11,0,27.5,0,0,0,0,1900.0
46.2,0,0,0,1,0.35,0,70.9,0,0,0,0,2550.0
35.9,0,0,0,1,0.15,0,35.4,0,0,0,0,2200.0
53.2,0,0,0,1,0.33,0,55.5,0,0,0,0,2800.0
25.3,0,0,0,1,0.42,0,44.7,0,1,1,0,3250.0
57.8,0,0,0,1,0.41,0,27.4,0,0,0,0,2100.0
32.9,0,0,0,1,0.15,0,33.2,0,1,0,0,2850.0
38.1,0,0,0,1,0.24,0,37.6,0,1,0,0,2750.0
49.8,0,0,0,1,0.15,0,45.5,0,1,0,0,2500.0
43.1,0,0,0,1,0.36,0,36.7,0,1,1,0,2950.0
21.2,0,0,0,1,0.4,0,40.0,0,0,0,0,2050.0
36.8,0,0,0,1,0.25,0,43.7,0,1,0,0,2750.0
30.9,0,0,0,1,0.15,0,66.5,0,1,1,0,3200.0
33.1,0,0,0,1,0.4,0,25.4,0,1,1,0,3200.0
54.5,0,0,0,1,0.33,0,56.7,0,1,0,0,2650.0
37.4,0,0,0,1,0.13,0,47.0,0,0,0,0,2450.0
25.9,0,0,0,1,0.34,0,35.8,0,0,0,0,2500.0
26.0,0,0,0,1,0.28,0,28.8,0,1,1,0,2800.0
43.2,0,0,0,1,0.4,0,77.5,0,1,0,0,2850.0
29.9,0,0,0,1,0.28,0,49.1,0,1,1,0,2850.0
42.4,0,0,0,1,0.23,0,60.4,0,1,0,0,3500.0
27.7,0,0,0,1,0.16,0,80.0,0,1,0,0,3150.0
27.2,0,0,0,1,0.35,0,63.1,0,0,0,0,2200.0
58.6,0,0,0,1,0.46,0,68.1,0,1,0,0,3700.0
22.1,0,0,0,1,0.25,0,51.4,0,0,0,0,2100.0
55.4,0,0,0,1,0.27,0,76.2,0,1,1,0,3250.0
56.7,0,0,0,1,0.43,0,51.0,0,0,0,0,2950.0
32.0,0,0,0,1,0.27,0,27.6,0,0,0,0,1900.0
20.1,0,0,0,1,0.33,0,44.4,0,1,0,0,3000.0
30.1,0,0,0,1,0.42,0,25.9,0,1,0,0,2400.0
45.3,0,0,0,1,0.13,0,69.6,0,0,0,0,2300.0
50.1,0,0,0,1,0.24,0,35.5,0,0,0,0,1900.0
34.7,0,0,0,1,0.21,0,68.9,0,1,0,0,2850.0
47.6,0,0,0,1,0.12,0,44.3,0,0,0,0,2050.0
25.7,0,0,0,1,0.41,0,58.4,0,1,1,0,3200.0
41.2,0,0,0,1,0.36,0,46.9,0,1,1,0,3150.0
28.0,0,0,0,1,0.13,0,32.5,0,1,0,0,2900.0
51.7,0,0,0,1,0.15,0,53.0,0,1,1,0,3300.0
41.0,0,0,0,1,0.43,0,67.3,0,1,0,0,2850.0
26.6,0,0,0,1,0.38,0,42.7,0,1,0,0,2450.0
43.7,0,0,0,1,0.17,0,56.9,0,1,0,0,2900.0
39.9,0,0,0,1,0.22,0,59.5,0,0,0,0,2500.0
33.6,0,0,0,1,0.44,0,32.9,0,1,0,0,2700.0
23.9,0,0,0,1,0.25,0,41.0,0,1,1,0,2950.0
39.9,0,0,0,1,0.26,0,30.0,0,1,1,0,2750.0
49.1,0,0,0,1,0.25,0,67.0,0,1,0,0,2950.0
34.9,0,0,0,1,0.32,0,79.3,0,1,1,0,3350.0
57.3,0,0,0,1,0.26,0,42.5,0,1,0,0,3150.0
59.2,0,0,0,1,0.42,0,57.1,0,1,0,0,3150.0
41.0,0,0,0,1,0.41,0,64.7,0,1,0,0,2750.0
54.9,0,0,0,1,0.12,0,65.5,0,1,1,0,3550.0
44.4,0,0,0,1,0.2,0,35.6,0,1,1,0,2950.0
24.9,0,0,0,1,0.25,0,62.2,0,0,0,0,2300.0
28.1,0,0,0,1,0.47,0,54.6,0,1,1,0,2700.0
48.7,0,0,0,1,0.41,0,30.5,0,1,0,0,2650.0
56.3,0,0,0,1,0.33,0,29.9,0,1,0,0,2400.0
20.4,0,0,0,1,0.14,0,56.2,0,0,0,0,2200.0
26.5,0,0,0,1,0.2,0,50.2,0,1,0,0,3200.0
59.3,0,0,0,1,0.47,0,51.3,0,1,1,0,3350.0
38.6,0,0,0,1,0.37,0,33.8,0,0,0,0,2550.0
38.2,0,0,0,1,0.25,0,79.4,0,1,0,0,3300.0
23.1,0,0,0,1,0.12,0,56.0,0,1,0,0,2650.0
52.3,0,0,0,1,0.31,0,49.9,0,1,1,0,3450.0
37.9,0,0,0,1,0.25,0,75.4,0,1,0,0,3100.0
46.9,0,0,0,1,0.31,0,54.9,0,0,0,0,1900.0
28.2,0,0,0,1,0.11,0,30.5,0,1,0,0,2700.0
52.6,0,0,0,1,0.23,0,65.2,0,1,0,0,3050.0
42.2,0,0,0,1,0.24,0,27.6,0,1,1,0,3150.0
52.2,0,0,0,1,0.32,0,75.3,0,0,0,0,2550.0
30.7,0,0,0,1,0.34,0,62.1,0,0,0,0,2250.0
58.5,0,0,0,1,0.5,0,31.5,0,1,1,0,3200.0
34.4,0,0,0,1,0.29,0,73.6,0,0,0,0,2000.0
42.1,0,0,0,1,0.39,0,57.1,0,1,1,0,3400.0
49.3,0,0,0,1,0.16,0,44.4,0,1,1,0,3300.0
25.5,0,0,0,1,0.13,0,59.7,0,1,1,0,3000.0
20.7,0,0,0,1,0.31,0,64.7,0,1,0,0,2950.0
30.7,0,0,0,1,0.25,0,46.8,0,1,0,0,2850.0
35.1,0,0,0,1,0.35,0,51.2,0,1,1,0,2650.0
21.9,0,0,0,1,0.47,0,29.1,0,0,0,0,2300.0
26.5,0,0,0,1,0.43,0,38.2,0,1,0,0,2600.0
29.3,0,0,0,1,0.34,0,29.2,0,1,0,0,2600.0
47.2,0,0,0,1,0.13,0,61.3,0,1,0,0,2700.0
20.2,0,0,0,1,0.24,0,42.0,0,1,1,0,2950.0
20.5,0,0,0,1,0.41,0,47.8,0,1,0,0,2700.0
26.7,0,0,0,1,0.22,0,40.2,0,0,0,0,2300.0
33.3,0,0,0,1,0.42,0,59.1,0,1,1,0,3350.0
31.7,0,0,0,1,0.3,0,63.2,0,1,1,0,3150.0
57.7,0,0,0,1,0.42,0,36.5,0,0,0,0,2650.0
23.0,0,0,0,1,0.29,0,79.5,0,1,0,0,2950.0
50.8,0,0,0,1,0.24,0,61.2,0,1,1,0,3500.0
37.8,0,0,0,1,0.41,0,46.5,0,1,0,0,2600.0
38.2,0,0,0,1,0.29,0,36.4,0,1,0,0,2400.0
40.6,0,0,0,1,0.23,0,55.4,0,1,0,0,2600.0
20.2,0,0,0,1,0.21,0,36.8,0,1,0,0,2550.0
44.5,0,0,0,1,0.24,0,57.3,0,0,0,0,2350.0
32.2,0,0,0,1,0.38,0,35.1,0,1,0,0,2550.0
25.6,0,0,0,1,0.28,0,42.3,0,1,1,0,3200.0
39.5,0,0,0,1,0.11,0,29.5,0,0,0,0,2000.0
30.7,0,0,0,1,0.5,0,54.9,0,1,0,0,2850.0
30.5,0,0,0,1,0.13,0,72.4,0,0,0,0,2100.0
51.4,0,0,0,1,0.42,0,69.7,0,1,0,0,3500.0
56.8,0,0,0,1,0.45,0,79.6,0,1,0,0,3400.0
38.1,0,0,0,1,0.45,0,59.8,0,1,0,0,2600.0
54.0,0,0,0,1,0.26,0,68.8,0,0,0,0,2150.0
24.0,0,0,0,1,0.28,0,68.1,0,1,0,0,3050.0
46.2,0,0,0,1,0.25,0,38.8,0,0,0,0,2200.0
39.1,0,0,0,1,0.19,0,32.3,0,1,1,0,3150.0
32.5,0,0,0,1,0.15,0,73.5,0,0,0,0,2450.0
44.6,0,0,0,1,0.19,0,49.3,0,0,0,0,2700.0
42.1,0,0,0,1,0.34,0,58.0,0,0,0,0,2400.0
51.4,0,0,0,1,0.2,0,68.7,0,1,1,0,3500.0
50.5,0,0,0,1,0.41,0,77.5,0,1,1,0,3150.0
23.3,0,0,0,1,0.35,0,54.5,0,1,1,0,3050.0
49.2,0,0,0,1,0.12,0,71.6,0,1,0,0,2700.0
39.9,0,0,0,1,0.31,0,44.1,0,0,0,0,2650.0
30.5,0,0,0,1,0.35,0,78.6,0,1,0,0,2650.0
54.3,0,0,0,1,0.12,0,25.7,0,1,0,0,2700.0
56.6,0,0,0,1,0.43,0,42.6,0,1,1,0,3050.0
42.1,0,0,0,1,0.18,0,25.4,0,1,1,0,2750.0
57.3,0,0,0,1,0.32,0,26.3,0,1,0,0,3250.0
39.7,0,0,0,1,0.5,0,28.3,0,1,1,0,3200.0
39.0,0,1,0,0,2.24,0,98.1,0,0,0,0,7300.0
143.2,0,1,0,0,3.58,0,46.3,0,1,1,0,9600.0
132.6,0,1,0,0,2.7,0,96.7,0,1,1,0,9150.0
32.6,0,1,0,0,4.11,0,37.7,0,1,1,1,10750.0
75.9,0,1,0,0,1.92,1,81.2,0,0,0,0,6550.0
40.5,0,1,0,0,2.18,1,76.0,1,1,0,0,9700.0
62.5,0,1,0,0,2.89,0,33.1,0,1,0,1,9450.0
121.7,0,1,0,0,2.8,0,143.7,0,0,0,1,9600.0
143.7,0,1,0,0,2.75,0,97.6,1,1,0,0,10000.0
69.8,0,1,0,0,3.73,1,103.7,1,1,1,0,10300.0
70.4,0,1,0,0,4.4,1,68.7,0,1,0,0,9150.0
66.8,0,1,0,0,1.01,0,112.6,1,1,0,0,10750.0
46.9,0,1,0,0,1.45,0,119.4,0,0,0,0,5250.0
72.1,0,1,0,0,3.38,0,124.4,0,1,0,0,8750.0
36.5,0,1,0,0,0.85,1,30.5,0,0,0,0,5800.0
40.3,0,1,0,0,2.67,0,71.3,0,0,0,0,8100.0
65.9,0,1,0,0,3.92,0,77.4,1,1,0,0,10400.0
32.4,0,1,0,0,1.71,0,128.1,0,1,0,1,10050.0
55.4,0,1,0,0,3.46,0,128.9,0,0,0,0,8100.0
53.1,0,1,0,0,3.85,0,130.0,1,1,0,0,9000.0
88.7,0,1,0,0,4.34,0,83.5,0,1,0,0,9800.0
107.7,0,1,0,0,1.58,0,111.3,1,1,1,0,10450.0
80.9,0,1,0,0,1.89,0,75.2,1,1,0,1,10250.0
70.4,0,1,0,0,1.8,1,63.2,0,1,0,0,9650.0
116.6,0,1,0,0,4.49,0,108.6,0,1,0,1,10900.0
90.9,0,1,0,0,3.86,1,131.5,1,0,0,0,8050.0
80.5,0,1,0,0,1.99,0,136.4,0,1,0,0,10200.0
36.5,0,1,0,0,1.05,0,132.5,0,1,0,1,9400.0
30.6,0,1,0,0,3.54,0,62.8,0,1,0,1,8000.0
117.7,0,1,0,0,4.07,0,144.0,0,0,0,0,8100.0
37.8,0,1,0,0,4.29,0,35.5,0,1,0,1,9350.0
117.3,0,1,0,0,3.44,0,45.7,0,1,1,0,10000.0
35.8,0,1,0,0,2.28,0,43.9,0,1,1,0,10300.0
91.4,0,1,0,0,1.63,1,104.1,0,0,0,0,7750.0
139.2,0,1,0,0,2.42,0,112.6,0,1,1,0,10450.0
109.6,0,1,0,0,1.93,0,50.5,0,1,0,0,10150.0
43.6,0,1,0,0,0.73,1,113.5,0,0,0,0,7200.0
88.0,0,1,0,0,4.05,0,88.6,0,1,1,0,10700.0
109.4,0,1,0,0,1.88,0,59.8,0,1,1,0,10750.0
58.9,0,1,0,0,0.7,1,146.4,0,1,0,0,10700.0
42.3,0,1,0,0,2.73,1,79.5,0,1,1,0,10600.0
131.3,0,1,0,0,3.57,0,69.8,0,1,0,0,8600.0
35.5,0,1,0,0,1.06,0,49.7,1,1,0,1,9250.0
35.6,0,1,0,0,3.19,0,106.0,0,1,0,0,8600.0
113.0,0,1,0,0,3.76,1,50.8,1,1,0,0,10700.0
126.6,0,1,0,0,2.91,0,46.6,0,0,0,1,8000.0
140.5,0,1,0,0,3.34,0,45.9,1,0,0,1,8600.0
127.0,0,1,0,0,0.6,0,92.7,0,1,0,1,9800.0
127.7,0,1,0,0,3.97,0,42.3,0,1,0,0,7600.0
145.9,0,1,0,0,3.47,1,36.5,0,1,0,0,8700.0
65.3,0,1,0,0,3.23,0,51.3,1,1,1,0,10050.0
34.8,0,1,0,0,2.89,1,141.4,0,0,0,0,7050.0
92.5,0,1,0,0,1.14,0,124.4,1,1,0,0,10700.0
110.3,0,1,0,0,4.12,0,83.5,1,1,0,0,9400.0
54.7,0,1,0,0,4.01,1,129.4,0,1,0,0,9400.0
139.3,0,1,0,0,2.3,0,78.9,1,1,1,0,9950.0
64.8,0,1,0,0,2.93,0,112.3,0,1,0,1,10100.0
55.4,0,1,0,0,3.91,0,138.7,0,1,1,0,9700.0
110.6,0,1,0,0,1.29,0,60.1,1,1,0,0,8900.0
138.8,0,1,0,0,2.67,1,96.2,0,0,0,0,9050.0
121.4,0,1,0,0,1.56,0,57.8,0,1,0,0,8850.0
99.4,0,1,0,0,2.01,0,98.4,1,1,0,1,10450.0
90.2,0,1,0,0,1.16,1,46.7,0,1,0,0,8800.0
135.4,0,1,0,0,3.79,1,117.4,1,0,0,0,9200.0
116.9,0,1,0,0,2.31,0,71.1,0,1,1,1,9950.0
113.7,0,1,0,0,4.25,0,81.5,0,1,0,1,10800.0
101.8,0,1,0,0,1.53,0,95.2,0,1,0,0,8700.0
76.7,0,1,0,0,3.72,0,106.3,1,0,0,0,6700.0
149.6,0,1,0,0,1.91,0,123.6,0,1,0,0,10900.0
99.0,0,1,0,0,2.13,1,61.3,0,1,1,0,10350.0
111.8,0,1,0,0,3.95,0,137.6,0,1,1,1,10900.0
59.8,0,1,0,0,3.19,0,41.2,1,0,0,0,6650.0
58.2,0,1,0,0,1.56,1,59.0,0,1,0,0,9050.0
74.5,0,1,0,0,4.09,0,67.9,1,0,0,0,6500.0
87.4,0,1,0,0,2.51,0,94.9,0,1,0,0,8800.0
103.5,0,1,0,0,2.69,0,61.2,0,1,0,1,10800.0
127.7,0,1,0,0,3.72,0,116.5,0,1,0,0,10150.0
66.0,0,1,0,0,2.77,0,97.5,1,1,0,1,10400.0
32.4,0,1,0,0,3.97,0,44.5,1,0,0,1,7950.0
103.6,0,1,0,0,4.33,0,85.7,0,0,0,0,6650.0
108.4,0,1,0,0,2.92,0,115.3,0,1,0,1,10600.0
142.9,0,1,0,0,0.82,0,114.1,0,1,1,0,10900.0
59.7,0,1,0,0,3.01,0,64.1,0,1,0,1,10000.0
79.5,0,1,0,0,0.54,0,48.7,0,1,0,1,9450.0
125.6,0,1,0,0,1.25,0,95.8,0,0,0,1,8750.0
64.2,0,1,0,0,3.74,0,119.2,0,1,0,0,9350.0
36.0,0,1,0,0,1.24,0,94.2,0,1,1,0,8950.0
69.6,0,1,0,0,4.31,1,131.2,0,1,0,0,9500.0
59.7,0,1,0,0,1.3,1,149.3,0,1,1,0,10000.0
87.7,0,1,0,0,1.94,0,65.9,1,1,0,0,9150.0
112.6,0,1,0,0,3.58,0,48.6,0,1,0,0,10450.0
88.5,0,1,0,0,2.73,0,68.0,1,1,1,0,9300.0
95.1,0,1,0,0,2.77,1,88.8,0,1,1,0,10700.0
84.5,0,1,0,0,2.52,0,123.1,0,1,0,1,10850.0
103.6,0,1,0,0,3.06,1,68.7,0,1,0,0,8400.0
93.1,0,1,0,0,1.52,1,114.2,0,1,0,0,10500.0
53.2,0,1,0,0,2.78,1,108.8,1,0,0,0,8350.0
125.1,0,1,0,0,2.52,0,96.0,0,1,0,0,10050.0
97.6,0,1,0,0,3.56,0,55.7,0,0,0,1,7400.0
30.8,0,1,0,0,1.36,0,148.1,1,1,0,0,10200.0
46.6,0,1,0,0,2.83,0,74.0,0,1,0,1,10050.0
34.5,0,1,0,0,2.03,0,127.0,0,0,0,0,6900.0
36.5,0,1,0,0,1.78,0,92.9,1,1,1,0,10150.0
64.8,0,1,0,0,1.03,0,77.3,0,1,0,0,9150.0
77.4,0,1,0,0,2.74,0,98.6,0,0,0,0,6600.0
71.8,0,1,0,0,2.88,1,68.5,0,1,1,0,10900.0
95.6,0,1,0,0,2.7,0,120.0,0,1,0,0,9050.0
36.4,0,1,0,0,0.53,0,108.6,0,1,1,0,10550.0
52.4,0,1,0,0,2.33,1,90.1,0,0,0,0,7450.0
58.3,0,1,0,0,2.51,0,147.4,0,0,0,1,8950.0
108.8,0,1,0,0,2.03,0,40.5,0,0,0,1,6450.0
54.8,0,1,0,0,2.67,1,46.6,0,0,0,0,7450.0
38.1,0,1,0,0,3.38,0,94.0,1,1,0,0,9000.0
42.8,0,1,0,0,3.55,0,52.2,0,1,1,0,9200.0
52.1,0,1,0,0,2.4,1,76.5,0,1,1,0,10300.0
141.3,0,1,0,0,3.97,0,148.3,0,1,1,0,10850.0
84.2,0,1,0,0,0.67,0,129.2,1,0,0,0,8250.0
77.8,0,1,0,0,3.81,0,66.5,0,1,0,1,9200.0
79.6,0,1,0,0,1.22,0,84.1,1,1,0,0,9300.0
114.7,0,1,0,0,0.84,0,106.1,0,1,0,0,9850.0
134.3,0,1,0,0,3.35,0,51.5,1,1,1,0,10900.0
132.6,0,1,0,0,0.52,1,95.2,0,0,0,0,9150.0
35.9,0,1,0,0,3.11,0,47.8,1,1,0,1,9450.0
119.9,0,1,0,0,0.64,0,73.2,0,0,0,0,8100.0
69.5,0,1,0,0,1.34,0,79.7,0,1,1,0,9050.0
103.7,0,1,0,0,3.42,0,89.6,1,1,0,1,10450.0
35.5,0,1,0,0,3.72,1,72.0,0,1,0,0,7650.0
124.1,0,1,0,0,3.47,0,79.7,0,0,0,1,7750.0
130.9,0,1,0,0,2.0,0,70.7,0,1,1,0,10650.0
40.4,0,1,0,0,1.99,0,135.2,0,0,0,1,8000.0
138.6,0,1,0,0,1.86,0,48.5,0,1,0,0,9100.0
67.3,0,1,0,0,3.89,0,35.3,1,0,0,0,6000.0
54.1,0,1,0,0,2.63,0,64.4,0,0,0,0,6200.0
98.9,0,1,0,0,1.75,0,50.6,0,0,0,0,6200.0
114.6,0,1,0,0,3.02,1,137.0,0,1,0,0,10050.0
127.5,0,1,0,0,2.37,0,140.4,0,1,0,0,10000.0
124.7,0,1,0,0,2.31,0,135.9,0,1,0,0,9750.0
96.7,0,1,0,0,1.71,0,38.5,0,1,0,0,7600.0
98.1,0,1,0,0,3.28,1,71.1,1,1,0,0,10750.0
38.4,0,1,0,0,3.76,0,43.0,0,0,0,1,6900.0
93.8,0,1,0,0,2.81,0,76.8,0,1,0,0,9450.0
131.7,0,1,0,0,0.75,0,132.3,1,0,0,0,8800.0
105.0,0,1,0,0,2.12,1,115.4,0,1,1,0,10700.0
38.6,0,1,0,0,3.39,0,31.9,0,1,0,0,8150.0
86.7,0,1,0,0,4.34,0,119.0,0,1,0,0,9400.0
72.3,0,1,0,0,1.68,0,147.3,0,1,0,1,10800.0
64.4,0,1,0,0,2.52,0,39.9,0,0,0,1,7800.0
109.3,0,1,0,0,1.17,1,117.1,0,1,0,0,10750.0
112.0,0,1,0,0,1.55,0,76.8,1,1,0,0,9800.0
67.6,0,1,0,0,0.53,0,31.3,0,1,0,1,8500.0
106.7,0,1,0,0,1.61,1,140.7,0,1,0,0,10250.0
38.3,0,1,0,0,1.3,0,147.5,0,1,0,0,9100.0
98.6,0,1,0,0,2.28,0,60.1,0,0,0,0,8300.0
87.4,0,1,0,0,3.41,0,78.5,1,0,0,0,7100.0
78.1,0,1,0,0,4.34,0,105.9,0,1,0,1,10250.0
113.5,0,1,0,0,3.02,0,137.6,0,1,1,0,10450.0
94.1,0,1,0,0,2.3,0,130.1,0,0,0,1,10050.0
141.0,0,1,0,0,1.07,0,34.4,0,1,0,0,9100.0
128.1,0,1,0,0,2.49,0,42.8,0,0,0,0,6600.0
47.2,0,1,0,0,2.3,0,62.5,0,1,1,0,9800.0
96.9,0,1,0,0,4.45,1,53.0,0,0,0,0,8300.0
43.5,0,1,0,0,3.88,0,47.9,0,0,0,0,7050.0
42.5,0,1,0,0,2.65,1,36.3,1,1,1,0,9850.0
42.8,1,0,0,0,13.24,0,19.9,0,1,1,0,10450.0
70.4,1,0,0,0,4.23,0,46.6,0,1,0,0,10200.0
75.3,1,0,0,0,3.79,0,46.9,0,0,0,0,7500.0
71.5,1,0,0,0,9.32,0,27.3,0,0,0,0,6450.0
31.3,1,0,0,0,9.38,0,38.0,0,0,0,0,7150.0
82.5,1,0,0,0,7.25,0,31.6,0,1,0,0,8850.0
46.8,1,0,0,0,6.45,0,38.3,0,1,0,0,9500.0
44.7,1,0,0,0,5.24,0,28.4,0,1,1,0,10750.0
26.1,1,0,0,0,14.44,0,34.5,0,1,1,0,8850.0
46.1,1,0,0,0,5.57,0,42.0,0,0,0,0,7800.0
48.1,1,0,0,0,2.75,0,57.0,0,1,0,0,8650.0
33.6,1,0,0,0,14.24,0,30.9,0,0,0,0,5300.0
81.2,1,0,0,0,7.5,0,19.4,0,0,0,0,7250.0
41.2,1,0,0,0,6.03,0,64.4,0,0,0,0,7200.0
78.3,1,0,0,0,12.61,0,29.5,0,1,0,0,10750.0
49.2,1,0,0,0,4.8,0,39.6,0,1,1,0,9950.0
55.9,1,0,0,0,3.7,0,43.8,0,1,1,0,10300.0
56.0,1,0,0,0,2.78,0,53.3,0,0,0,0,8950.0
77.6,1,0,0,0,6.54,0,15.6,0,1,1,0,8200.0
84.1,1,0,0,0,1.73,0,20.8,0,1,0,0,10000.0
29.0,1,0,0,0,5.65,0,49.7,0,1,0,0,8200.0
52.8,1,0,0,0,5.57,0,60.4,0,1,1,0,10050.0
45.7,1,0,0,0,14.43,0,44.5,0,1,1,0,9500.0
